"astro-ph/0301058","Yun Wang","Pia Mukherjee, and Yun Wang","Wavelet Band Powers of the Primordial Power Spectrum from CMB Data","revised version accepted by ApJ","Astrophys.J. 593 (2003) 38","10.1086/376500",,"astro-ph hep-ph",,"  Measuring the primordial matter power spectrum is our primary means of
probing unknown physics in the very early universe. We allow the primordial
power spectrum to be an arbitrary function, and parametrize it in terms of
wavelet band powers. Current cosmological data correspond to 11 such wavelet
bands. We derive constraints on these band powers as well as $H_0$, $\Omega_b
h^2$ and $\Omega_m h^2$ from current Cosmic Microwave Background Anisotropy
(CMB) data using the Markov Chain Monte Carlo (MCMC) technique. Our results
indicate a feature in the primordial power spectrum at $ 0.008 \la k/(h
{Mpc}^{-1}) \la 0.1$. MAP and Planck data should allow us to put tighter
constraints on the primordial power spectrum.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 19:09:12 GMT""},{""version"":""v2"",""created"":""Wed, 23 Apr 2003 17:34:10 GMT""}]","2009-11-07"
"hep-th/0301024","Mario Trigiante","Pietro Fre', Mario Trigiante and Antoine Van Proeyen","N=2 supergravity models with stable de Sitter vacua","Prepared for Workshop on the Quantum Structure of Spacetime and the
  Geometric Nature of Fundamental Interactions, Leuven, Belgium, September
  13-19 2002","Class.Quant.Grav. 20 (2003) S487-S493","10.1088/0264-9381/20/12/314",,"hep-th",,"  In the present talk I shall review the construction of N=2 supergravity
models exhibiting stable de Sitter vacua. These solutions represent the first
instance of stable backgrounds with positive cosmological constant in the
framework of extended supergravities (N >=2). After briefly reviewing the role
of de Sitter space--times in inflationary cosmology, I shall describe the main
ingredients which were necessary for the construction of gauged N=2
supergravity models admitting stable solutions of this kind.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 19:37:09 GMT""}]","2009-11-10"
"hep-th/0301025","Victor Rivelles","Victor O. Rivelles","Quantization in Ads and the Ads/CFT Correspondence","8 pages. Contribution to the Proceedings of the Second Londrina
  Winter School ""Mathematical Methods in Physics"", August 25-30, 2002,
  Londrina, PR, Brazil; v2: typos corrected","Int.J.Mod.Phys. A18 (2003) 2099-2108","10.1142/S0217751X03015544",,"hep-th gr-qc",,"  The quantization of a scalar field in AdS leads to two kinds of normalizable
modes, usually called regular and irregular modes. The regular one is easily
taken into account in the standard prescription for the AdS/CFT correspondence.
The irregular mode requires a modified prescription which we argue is not
completely satisfactory. We discuss an alternative quantization in AdS which
incorporates boundary terms in a natural way. Within this quantization scheme
we present an improved prescription for the AdS/CFT correspondence which can be
applied to both, regular and irregular modes. Boundary conditions other than
Dirichlet are naturally treated in this new improved setting.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 19:54:40 GMT""},{""version"":""v2"",""created"":""Thu, 16 Jan 2003 14:26:04 GMT""}]","2009-11-10"
"hep-th/0301026","M. M. Akbar","M. M. Akbar and G. W. Gibbons","Ricci-flat Metrics with U(1) Action and the Dirichlet Boundary-value
  Problem in Riemannian Quantum Gravity and Isoperimetric Inequalities","40 pages, 3 figures","Class.Quant.Grav.20:1787-1822,2003","10.1088/0264-9381/20/9/314","DAMTP-2002-149","hep-th gr-qc",,"  The Dirichlet boundary-value problem and isoperimetric inequalities for
positive definite regular solutions of the vacuum Einstein equations are
studied in arbitrary dimensions for the class of metrics with boundaries
admitting a U(1) action. We show that in the case of non-trivial bundles
Taub-Bolt infillings are double-valued whereas Taub-Nut and Eguchi-Hanson
infillings are unique. In the case of trivial bundles, there are two
Schwarzschild infillings in arbitrary dimensions. The condition of whether a
particular type of filling in is possible can be expressed as a limitation on
squashing through a functional dependence on dimension in each case. The case
of the Eguchi-Hanson metric is solved in arbitrary dimension. The Taub-Nut and
the Taub-Bolt are solved in four dimensions and methods for arbitrary dimension
are delineated. For the case of Schwarzschild, analytic formulae for the two
infilling black hole masses in arbitrary dimension have been obtained. This
should facilitate the study of black hole dynamics/thermodynamics in higher
dimensions. We found that all infilling solutions are convex. Thus convexity of
the boundary does not guarantee uniqueness of the infilling. Isoperimetric
inequalities involving the volume of the boundary and the volume of the
infilling solutions are then investigated. In particular, the analogues of
Minkowski's celebrated inequality in flat space are found and discussed
providing insight into the geometric nature of these Ricci-flat spaces.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 20:40:23 GMT""}]","2009-10-07"
"hep-th/0301027","Bayram Tekin","Vakif K. Onemli and Bayram Tekin","Kaluza-Klein Monopole in AdS Spacetime","14 pages, clarifying remarks added, to appear in Phys. Rev. D","Phys.Rev. D68 (2003) 064017","10.1103/PhysRevD.68.064017","UFIFT-HEP-02-37, BRX-TH-512","hep-th gr-qc",,"  We construct analogs of the flat space Kaluza-Klein (KK) monopoles in locally
Anti-de Sitter (AdS) spaces for $D \ge 5+1$. We show that, unlike the flat
space KK monopole, there is no five dimensional static KK monopole in AdS that
smoothly reduces to the flat space one as the cosmological constant goes to
zero. Thus, one needs at least two extra dimensions, one of which is compact,
to get a static KK monopole in cosmological backgrounds.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 20:50:56 GMT""},{""version"":""v2"",""created"":""Tue, 8 Jul 2003 16:22:29 GMT""}]","2009-11-10"
"hep-th/0301028","Marcel Vonk","E. Verlinde and M. Vonk","String networks and supersheets","Reference added and text changed accordingly. 12 pages",,,"ITFA-2003-1, SPIN-2002/48, PUPT-2072","hep-th",,"  As was shown by Aharony, Hanany and Kol and independently by Sen, type IIB
string theory admits configurations where strings of different charges (p_i,
q_i) form so-called string networks. We argue that these networks blow up into
""supersheets"": supersymmetric spinning cylindrical D3-branes carrying electric
and magnetic fluxes. These supersheets are three-dimensional generalizations of
the supertubes that were constructed by Mateos and Townsend. We calculate the
mass of both systems for arbitrary values of the parameters and find exact
agreement.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 21:00:04 GMT""},{""version"":""v2"",""created"":""Wed, 8 Jan 2003 17:13:36 GMT""}]","2007-05-23"
"hep-th/0301029","Martijn Wijnholt","Martijn Wijnholt","On Curvature-Squared Corrections for D-brane Actions","8 pages, 1 figure, harvmac",,,"HUTP-03/A001","hep-th",,"  Curvature-squared corrections for D-brane actions in type II string theory
were derived by Bachas, Bain and Green. Here we write down a generalisation of
these corrections to all orders in $F$, the field strength of the U(1) gauge
field on the brane. Some of these terms are needed to restore consistency with
T-duality.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 00:52:38 GMT""}]","2007-05-23"
"hep-th/0301030","B. Chandrasekhar","B. Chandrasekhar, Prasanta K. Panigrahi","Finite Temperature effects on the Induced Chern-Simons term in
  noncommutative geometry","15 pages, minor corrections and references added (version to appear
  in JHEP)","JHEP 0303 (2003) 015","10.1088/1126-6708/2003/03/015",,"hep-th",,"  The one-loop contribution to vacuum polarization is calculated for the
adjoint fermions in three dimensional noncommutative spaces, both at zero and
finite temperature. At zero temperature, we confirm a previously found result
for the parity odd part and subsequently analyze the even parity part, which
exhibits UV/IR mixing. We discuss in detail, two regimes of the high
temperature behavior of the parity odd part. When the thermal wavelength is
much smaller, as compared to the noncommutativity scale, we find an interesting
Fermi-Bose transmutation in the nonplanar part.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 09:59:24 GMT""},{""version"":""v2"",""created"":""Wed, 8 Jan 2003 12:41:33 GMT""},{""version"":""v3"",""created"":""Thu, 30 Jan 2003 04:40:51 GMT""},{""version"":""v4"",""created"":""Sun, 16 Mar 2003 07:10:20 GMT""}]","2009-11-10"
"hep-th/0301031","Ali Kaya","Ali Kaya and Tonguc Rador","Wrapped Branes and Compact Extra Dimensions in Cosmology","6 pages, RevTex4, added a figure, section IV rewritten, conclusions
  unaltered","Phys.Lett. B565 (2003) 19-26","10.1016/S0370-2693(03)00760-3",,"hep-th astro-ph gr-qc",,"  We present a cosmological model in 1+m+p dimensions, where in m-dimensional
space there are uniformly distributed p-branes wrapping over the extra
p-dimensions. We find that during cosmological evolution m-dimensional space
expands with the exact power-law corresponding to pressureless matter while the
extra p-dimensions contract. Adding matter, we also obtain solutions having the
same property. We show that this might explain in a natural way why the extra
dimensions are small compared to the observed three spatial directions.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 09:49:04 GMT""},{""version"":""v2"",""created"":""Mon, 13 Jan 2003 11:56:36 GMT""},{""version"":""v3"",""created"":""Fri, 25 Apr 2003 11:23:35 GMT""}]","2009-11-10"
"hep-th/0301032","Angel M. Uranga","Angel M. Uranga","Chiral four-dimensional string compactifications with intersecting
  D-branes","30 pages, 16 figures, contribution to the proceedings of the TMR
  meeting `The quantum structure of spacetime', Leuven, September 2002","Class.Quant.Grav.20:S373-S394,2003","10.1088/0264-9381/20/12/303","IFT-UAM-CSIC-02-03","hep-th hep-ph",,"  We review the construction of chiral four-dimensional compactifications of
type IIA string theory with intersecting D6-branes. Such models lead to
four-dimensional theories with non-abelian gauge interactions and charged
chiral fermions. We discuss the application of these techniques to building of
models with spectrum as close as possible to the Standard Model, and review
their main phenomenological properties. We also emphasize the
advantages/disadvantages of carrying out this idea using supersymmetric of
non-supersymmetric models.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 12:01:21 GMT""}]","2009-11-10"
"hep-th/0301033","Andrzej Borowiec","A.Borowiec, J. Lukierski and V.N. Tolstoy","Basic Twist Quantization of osp(1|2) and kappa-- Deformation of D=1
  Superconformal Mechanics","13 pages,LaTeX, v2. References added, typos corrected","Mod.Phys.Lett.A18:1157-1170,2003","10.1142/S021773230301096X",,"hep-th math-ph math.MP math.QA math.RT",,"  The twisting function describing a nonstandard (super-Jordanian) quantum
deformation of $osp(1|2)$ is given in explicite closed form. The quantum
coproducts and universal R-matrix are presented. The non-uniqueness of the
twisting function as well as two real forms of the deformed $osp(1|2)$
superalgebras are considered. One real quantum $osp(1|2)$ superalgebra is
interpreted as describing the $\kappa$-deformation of D=1, N=1 superconformal
algebra, which can be applied as a symmetry algebra of N=1 superconformal
mechanics.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 12:30:04 GMT""},{""version"":""v2"",""created"":""Wed, 30 Apr 2003 15:50:30 GMT""}]","2008-11-26"
"hep-th/0301034","Jean Alexandre","Jean Alexandre","From N=1 to N=2 supersymmetries in 2+1 dimensions","Reference added","Phys.Rev. D67 (2003) 105017","10.1103/PhysRevD.67.105017",,"hep-th",,"  Starting from N=1 scalar and vector supermultiplets in 2+1 dimensions, we
construct superfields which constitute Lagrangians invariant under N=2
supersymmetries. We first recover the N=2 supersymmetric Abelian-Higgs model
and then the N=2 pure super Yang-Mills model. The conditions for this elevation
are consistent with previous results found by other authors.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 12:38:59 GMT""},{""version"":""v2"",""created"":""Mon, 13 Jan 2003 15:28:42 GMT""},{""version"":""v3"",""created"":""Thu, 10 Apr 2003 13:56:45 GMT""}]","2009-11-10"
"hep-th/0301035","Yuji Sugawara","Yuji Sugawara","Thermal Partition Function of Superstring on Compactified PP-Wave","21 pages, no figure; v2 typos corrected","Nucl.Phys. B661 (2003) 191-208","10.1016/S0550-3213(03)00347-X","UT-03-01","hep-th",,"  We study the thermal partition function of superstring on the pp-wave
background with the circle compactification along a transverse direction. We
calculate it in the two ways: the operator formalism and the path-integral
calculation. The former gives the finite result with no subtlety of the Wick
rotation, which only contains the contributions of physical states. On the
other hand, the latter yields the manifestly modular invariant expression, even
though we only have the winding modes along the transverse circle (no
Kaluza-Klein excitations). We also check the equivalence of these two analyses.
The DLCQ approach makes the path-integration quite easy. Remarkably, we find
that the contributions from the transverse winding sectors disappear in the
non-DLCQ limit, while they indeed contribute in the DLCQ model, depending
non-trivially on the longitudinal quantum numbers.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 12:46:20 GMT""},{""version"":""v2"",""created"":""Wed, 15 Jan 2003 07:25:06 GMT""}]","2010-04-05"
"hep-th/0301036","Valentin V. Khoze","Chong-Sun Chu and Valentin V. Khoze","Correspondence between the 3-point BMN correlators and the 3-string
  vertex on the pp-wave","22 pages","JHEP 0304 (2003) 014","10.1088/1126-6708/2003/04/014",,"hep-th",,"  The PP-wave/SYM proposal in its original form emphasizes a duality relation
between the masses of the string states and the anomalous dimensions of the
corresponding BMN operators in gauge theory, the mass--dimension type duality.
In this paper, we give evidence in favour of another duality relation of the
vertex--correlator type, which relates the coefficients of 3-point correlators
of BMN operators in gauge theory to 3-string vertices in lightcone string field
theory in the pp-wave background. We verify that all the available field theory
results in the literature, as well as the newly obtained ones, for the 3-point
functions are successfully reproduced from our proposal.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 12:54:37 GMT""},{""version"":""v2"",""created"":""Thu, 13 Feb 2003 10:47:23 GMT""}]","2009-11-10"
"math-ph/0301006","Thomas Larsson","T. A. Larsson","Structures Preserved by Exceptional Lie Algebras",,,,,"math-ph math.MP",,"  For sp(n+2) and each exceptional Lie algebra a realization of depth 2
preserving the spaces spanned by a contact one-form and a bilinear form is
given. For e_7 and e_6 a realization of depth 1 preserving a lightcone and the
space spanned by a bilinear form is also presented. This makes the origin of
the exceptions clear.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 06:17:56 GMT""}]","2007-05-23"
"math/0301042","Bernd Fiedler","B. Fiedler","On the symmetry classes of the first covariant derivatives of tensor
  fields","21 pages. Sent in to Seminaire Lotharingien de Combinatoire:
  http://www.mat.univie.ac.at/~slc/","Seminaire Lotharingien de Combinatoire, 49 (2003) Article B49f",,,"math.CO cs.SC math.DG",,"  We show that the symmetry classes of torsion-free covariant derivatives
$\nabla T$ of r-times covariant tensor fields T can be characterized by
Littlewood-Richardson products $\sigma [1]$ where $\sigma$ is a representation
of the symmetric group $S_r$ which is connected with the symmetry class of T.
If $\sigma = [\lambda]$ is irreducible then $\sigma [1]$ has a multiplicity
free reduction $[\lambda][1] = \sum [\mu]$ and all primitive idempotents
belonging to that sum can be calculated from a generating idempotent e of the
symmetry class of T by means of the irreducible characters or of a discrete
Fourier transform of $S_{r+1}$. We apply these facts to derivatives $\nabla S$,
$\nabla A$ of symmetric or alternating tensor fields. The symmetry classes of
the differences $\nabla S - sym(\nabla S)$ and $\nabla A - alt(\nabla A)$ are
characterized by Young frames (r, 1) and (2, 1^{r-1}), respectively. However,
while the symmetry class of $\nabla A - alt(\nabla A)$ can be generated by
Young symmetrizers of (2, 1^{r-1}), no Young symmetrizer of (r, 1) generates
the symmetry class of $\nabla S - sym(\nabla S)$. Furthermore we show in the
case r = 2 that $\nabla S - sym(\nabla S)$ and $\nabla A - alt(\nabla A)$ can
be applied in generator formulas of algebraic covariant derivative curvature
tensors. For certain symbolic calculations we used the Mathematica packages
Ricci and PERMS.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 16:28:59 GMT""}]","2007-05-23"
"math/0301043","Valeri Dolotin","Valery Dolotin","Algebraic structure of the space of homotopy classes of cycles and
  singular homology","6 pages LaTeX, 5 figures",,,"ITEP-TH-78/02","math.AT math.KT",,"  Described the algebraic structure on the space of homotopy classes of cycles
with marked topological flags of disks. This space is a non-commutative monoid,
with an Abelian quotient corresponding to the group of singular homologies
$H_k(M)$. For the marked flag contracted to a point the multiplication becomes
commutative and the subgroup of spherical cycles corresponds to the usual
homotopy group $\pi_k(M)$.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 19:23:20 GMT""}]","2007-05-23"
"math/0301044","David Sherman","Marius Junge, David Sherman","Noncommutative Lp modules","29 pages, to appear in J. Operator Theory. Some proofs from Section 6
  have been rewritten to avoid an incorrect result in the literature",,,,"math.OA",,"  We construct classes of von Neumann algebra modules by considering ``column
sums"" of noncommutative L^p spaces. Our abstract characterization is based on
an L^{p/2}-valued inner product, thereby generalizing Hilbert C*-modules and
representations on Hilbert space. While the (single) representation theory is
similar to the L^2 case, the concept of L^p bimodule (p not 2) turns out to be
nearly trivial.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 20:23:39 GMT""},{""version"":""v2"",""created"":""Tue, 14 Sep 2004 21:56:12 GMT""}]","2007-05-23"
"math/0301045","Zhiming Luo","Zhi-Ming Luo, Peter Bubenik, and Peter T. Kim","Closed Model Categories for Presheaves of Simplicial Groupoids and
  Presheaves of 2-Groupoids","17 pages",,,,"math.AT math.CT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  It is shown that the category of presheaves of simplicial groupoids and the
category of presheaves of 2-groupoids have Quillen closed model structures.
Furthermore, their homotopy categories are equivalent to the homotopy
categories of simplicial presheaves and homotopy 2-types, respectively.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 23:15:01 GMT""},{""version"":""v2"",""created"":""Thu, 2 Oct 2003 04:18:24 GMT""},{""version"":""v3"",""created"":""Thu, 5 Feb 2009 22:25:34 GMT""}]","2009-02-06"
"math/0301046","Sharon M. Clarke","Sharon M. Clarke","Star-Operations Induced by Overrings","This article consists of 11 pages",,,,"math.AC",,"  Let $D$ be an integral domain with quotient field $K$. A star-operation
$\star$ on $D$ is a closure operation $A \longmapsto A^\star$ on the set of
nonzero fractional ideals, $F(D)$, of $D$ satisfying the properties:
$(xD)^\star = xD$ and $(xA)^\star = xA^\star$ for all $x \in K^\ast$ and $A \in
F(D)$. Let ${\M S}$ be a multiplicatively closed set of ideals of $D$. For $A
\in F(D)$ define $A_{\M S} = \{x \in K \mid xI \subseteq{A}$, for some $I \in
{\M S}\}$. Then $D_{\M S}$ is an overring of $D$ and $A_{\M S}$ is a fractional
ideal of $D_{\M S}$. Let ${\M S}$ be a multiplicative set of finitely generated
nonzero ideals of $D$ and $A \in F(D)$, then the map $A \longmapsto A_{\M S}$
is a finite character star-operation if and only if for each $I \in {\M S}$,
$I_v = D$. We give an example to show that this result is not true if the
ideals are not assumed to be finitely generated. In general, the map $A
\longmapsto A_{\M S}$ is a star-operation if and only if $\bar {\M S}$, the
saturation of ${\M S}$, is a localizing GV-system. We also discuss
star-operations given of the form $A \longmapsto \cap AD_\alpha$, where $D =
\cap D_\alpha$.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 00:34:07 GMT""}]","2007-05-23"
"math/0301047","Luen-fai Tam","Yuguang Shi (Peking University), Luen-fai Tam (Chinese University of
  Hong Kong)","Positive mass theorem and the boundary behaviors of compact manifolds
  with nonnegative scalar curvature","35 pages","J. Differential Geometry, v. 62 (2002), p. 79-125.",,,"math.DG math-ph math.MP",,"  In this paper, we study the boundary behaviors of compact manifolds with
nonnegative scalar curvature and with nonempty boundary. Using a general
version of Positive Mass Theorem of Schoen-Yau and Witten, we prove the
following theorem: For any compact manifold with boundary and nonnegative
scalar curvature, if it is spin and its boundary can be isometrically embedded
into Euclidean space as a strictly convex hypersurface, then the integral of
mean curvature of the boundary of the manifold cannot be greater than the
integral of mean curvature of the embedded image as a hypersurface in Euclidean
space. Moreover, equality holds if and only if the manifold is isometric with a
domain in the Euclidean space. Conversely, under the assumption that the
theorem is true, then one can prove the ADM mass of an asymptotically flat
manifold is nonnegative, which is part of the Positive Mass Theorem.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 06:08:39 GMT""}]","2007-05-23"
"math/0301048","Hugh Thomas","Hugh Thomas","The number of terms in the permanent and the determinant of a generic
  circulant matrix","6 pages; 1 figure",,,,"math.CO",,"  Let A=(a_(ij)) be the generic n by n circulant matrix given by
a_(ij)=x_(i+j), with subscripts on x interpreted mod n. Define d(n) (resp.
p(n)) to be the number of terms in the determinant (resp. permanent) of A. The
function p(n) is well-known and has several combinatorial interpretations. The
function d(n), on the other hand, has not been studied previously. We show that
when n is a prime power, d(n)=p(n). The proof uses symmetric functions.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 04:31:36 GMT""}]","2007-05-23"
"math/0301049","Eswara Rao Senapati","S.Eswara Rao","Complete reducibility of integrable modules for the affine Lie(super)
  algebras","16 pages. To appear in Journal of Algebra",,,,"math.RT",,"  We prove complete reducibility for an integrable module for an affine Lie
algebra where the canonical central element acts non-trivially. We further
prove that integrable modules does not exists for most of the super affine Lie
algebras where the center acts non-trivially.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 05:05:54 GMT""}]","2007-05-23"
"math/0301050","Peter Krikelis","Constantin M. Petridi","The abc-conjecture is true for at least $N(c), 1 \leq N(c) <\phi(c)/2$,
  partitions a, b of c","9 pages",,,,"math.NT",,"  We prove that for any positive integer c there are at least N(c), $1\leq N(c)
< \phi(c)/2$ representations of c as a sum of two positive integers a, b, with
no common divisor, such that the N(c) radicals R(abc) are all greater than kc,
where k an absolute constant.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 10:19:49 GMT""}]","2007-05-23"
"math/0301051","Chandiraraj Robinson Edward Raja","C. R. E. Raja","Normed convergence property for hypergroups admitting an invariant
  measure","4pages","Southeast Asian Bulletin of Mathematics 26 (2002), 479-481.",,,"math.PR",,"  We prove that a hypergroup admitting a countable basis and an invariant Haar
measure has normed convergence property if and only if it is compact.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 11:09:10 GMT""}]","2007-05-23"
"math/0301052","Christian Duval","C. Duval, A.M. El Gradechi, V. Ovsienko","Projectively and conformally invariant star-products","37 pages, Latex; minor corrections",,"10.1007/s00220-003-0973-7","CPT-2003/P.4520","math.QA math-ph math.MP",,"  We consider the Poisson algebra S(M) of smooth functions on T^*M which are
fiberwise polynomial. In the case where M is locally projectively (resp.
conformally) flat, we seek the star-products on S(M) which are SL(n+1,R) (resp.
SO(p+1,q+1))-invariant. We prove the existence of such star-products using the
projectively (resp. conformally) equivariant quantization, then prove their
uniqueness, and study their main properties. We finally give an explicit
formula for the canonical projectively invariant star-product.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 11:10:14 GMT""},{""version"":""v2"",""created"":""Mon, 17 Feb 2003 15:02:51 GMT""}]","2009-11-10"
"math/0301053","Sostenes Lins","Sostenes Lins and Valdenberg Silva","On Maps with a Single Zigzag","12 pages, 8 figures",,,,"math.CO",,"  If a graph $G_M$ is embedded into a closed surface $S$ such that $S
\backslash G_M$ is a collection of disjoint open discs, then $M=(G_M,S)$ is
called a {\em map}. A {\em zigzag} in a map $M$ is a closed path which
alternates choosing, at each star of a vertex, the leftmost and the rightmost
possibilities for its next edge. If a map has a single zigzag we show that the
cyclic ordering of the edges along it induces linear transformations, $c_P$ and
$c_{P^\sim}$ whose images and kernels are respectively the cycle and bond
spaces (over GF(2)) of $G_M$ and $G_D$, where $D=(G_D,S)$ is the dual map of
$M$. We prove that $Im(c_P \circ c_{P^\sim})$ is the intersection of the cycle
spaces of $G_M$ and $G_D$, and that the dimension of this subspace is
connectivity of $S$. Finally, if $M$ has also a single face, this face induces
a linear transformation $c_D$ which is invertible: we show that $c_D^{-1} =
c_{P^\sim}$.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 15:43:26 GMT""}]","2007-05-23"
"nlin/0301005","David Chavalarias","Chavalarias David and Bourgine Paul","Meta-mimetism in Spatial Games","Revised on Jan. 30.2003. 17 pages, 5 figures. Key words : mimetics
  dynamics, evolutionary games, emergence of cooperation, endogenous
  motivations, meta-representations, heterogenous populations, multi-agents
  modelling",,,,"nlin.AO nlin.CG",,"  The aim of this article is to address the question of the endogenization of
mimetic processes in formal models of social systems. Starting from some
studies about cognitive differences between humans and animals, we propose a
formal framework which has the advantage to endogenise mimetic rules and give a
comprehensive description of a heterogeneous population structure at the
behavioural level as well as at the level of the choices of mimetic laws. In
order to illustrate this point, we apply this formalism to a spatial
evolutionary game.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 20:00:34 GMT""},{""version"":""v2"",""created"":""Tue, 7 Jan 2003 10:56:23 GMT""},{""version"":""v3"",""created"":""Thu, 30 Jan 2003 17:46:21 GMT""}]","2007-05-23"
"nlin/0301006","Vered Rom-Kedar","Vered Rom-Kedar","Frequency spanning homoclinic families",,,"10.1016/S1007-5704(03)00045-5",,"nlin.CD",,"  A family of maps or flows depending on a parameter $\nu$ which varies in an
interval, spans a certain property if along the interval this property depends
continuously on the parameter and achieves some asymptotic values along it. We
consider families of periodically forced Hamiltonian systems for which the
appropriately scaled frequency $\bar{\omega}(\nu)$ is spanned, namely it covers
the semi-infinite line $[0,\infty).$ Under some natural assumptions on the
family of flows and its adiabatic limit, we construct a convenient labelling
scheme for the primary homoclinic orbits which may undergo a countable number
of bifurcations along this interval. Using this scheme we prove that a properly
defined flux function is $C^{1}$ in $\nu.$ Combining this proof with previous
results of RK and Poje, immediately establishes that the flux function and the
size of the chaotic zone depend on the frequency in a non-monotone fashion for
a large class of Hamiltonian flows.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 09:21:16 GMT""}]","2009-11-10"
"nucl-th/0301011","Yongseok Oh","Yongseok Oh","Vector meson photoproduction processes near threshold","6 pages, to be published in the proceedings of the Symposium for the
  30th Anniv. of Nucl. Phys. Div. of the Korean Phys. Society, Seoul, Korea,
  Oct. 24-25, 2002","J.Korean Phys.Soc. 43 (2003) S20-S26",,,"nucl-th hep-ph",,"  We discuss the photoproduction processes of light vector mesons ($\rho$,
$\omega$, and $\phi$) from the nucleon near threshold. We first develop a
simple model based on meson exchanges which is modified by the nucleon pole
terms. We then extend this model to study other physically interesting topics.
As examples, we discuss the missing nucleon resonances problem in $\omega$
photoproduction and the direct $\phi NN$ coupling constant in $\phi$
photoproduction. The calculated cross sections are compared with the recent
experimental data. Various spin observables are discussed, which may be
measured at current photon/electron facilities such as TJNAF and SPring-8 of
RCNP. Precise measurements of such quantities would provide very useful
information to understand the production mechanism.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 17:57:55 GMT""}]","2007-05-23"
"nucl-th/0301012","Gerald A. Miller","Gerald A. Miller","Nuclear Spin-Isospin Correlations, Parity Violation, and the $f_\pi$
  Problem","8 pages 2 figures there should have been two figures in v1","Phys.Rev. C67 (2003) 042501","10.1103/PhysRevC.67.042501","NT@UW-03-001","nucl-th hep-ph nucl-ex",,"  The strong interaction effects of isospin- and spin-dependent nucleon-nucleon
correlations observed in many-body calculations are interpreted in terms of a
one-pion exchange mechanism. Including such effects in computations of nuclear
parity violating effects leads to enhancements of about 10%. A larger effect
arises from the one-boson exchange nature of the parity non-conserving nucleon-
nucleon interaction, which depends on both weak and strong meson-nucleon
coupling constants. Using values of the latter that are constrained by
nucleon-nucleon phase shifts leads to enhancements of parity violation by
factors close to two. Thus much of previously noticed discrepancies between
weak coupling constants extracted from different experiments can be removed.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 19:57:23 GMT""},{""version"":""v2"",""created"":""Mon, 13 Jan 2003 00:34:57 GMT""}]","2009-11-10"
"nucl-th/0301013","Andrea Vassallo","M.M. Giannini, E. Santopinto, A. Vassallo","Helicity Amplitudes In the Hypercentral Constituent Quark Model","6 pages, 4 figures, talk given at GDH2002 conference",,"10.1142/9789812705167_0038",,"nucl-th",,"  We report on the recent results of the hypercentral constituent quark model.
The model contains a spin independent three-quark interaction which is inspired
by QCD lattice calculations and reproduces the average energy values of the
SU(6) multiplets. The splittings are obtained with a residual generalized
SU(6)-breaking interaction, including an isospin dependent term. The long
standing problem of the Roper resonance is absent and all the 3- and 4-star
states are well reproduced. The model has also been used for predictions
concerning the electromagnetic transition form factors giving a good
description of the medium $Q^2$ -behaviour. In particular the calculated
$S_{11} A_{{1/2}}$ helicity amplitude agrees very well with the recent CLAS
data. Finally the ratio of the elastic form factors of the proton, calculated
including kinematic relativistic corrections, exhibits a substantial decreasing
with $Q^2$ in agreement with the recent TJNAF experiment.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 09:28:33 GMT""}]","2017-08-23"
